ACT         ,ACCENT,ACC 24335,4015023243354,BARTHOLD KUIJKEN,JOSEPH HAYDN,CHAMBER MUSIC WITH FLUTE,COMPACT DISC,6,31.19,47.99,2017,"This 6-album set presents the complete recordings with flute music by Joseph Haydn made by Barthold Kuijken on the Accent label. Always playing historically accurate transverse flutes, on these albums (which contain trios and quartets in various combinations), he teams up with his brothers Sigiswald and Wieland, his nephew Piet Kuijken and other fine early music specialists. The recordings were made between 1978 and 2014 and are presented together here for the first time. This is an opportunity not to be missed of listening to the legendary Kuijken family in this delicate late 18th-century repertoire. He studied the modern flute at the Bruges Conservatory and the Royal Conservatories of Brussels and The Hague. For playing early music he originally turned to the recorder. Research on authentic instruments, frequent collaboration with various flute and recorder makers, and assiduous study of sources of the 17th and 18th centuries helped him to specialize in the performance on original instruments. For many years he played in the baroque orchestras Collegium Aureum and La Petite Bande. He plays chamber music concerts all over the world, extending his repertoire to early 19th-century music and has recorded extensively."
BON         ,BONGIOVANNI,GB2490-2,8007068249022,"Romeo, Andrea; Tozzi, Lorenzo; Borin, Alessandra; Trevisan, Miriam; Foranna, Marcella; Pagliara, Nadia; Romabarocca Ensemble; Primitivo, Riccardo; Bonazzoli, Angelo; Aleotti, Eleonora; Mattioni, Roberto","Alberti, Innocentio; Anonymous; Banchieri, Adriano; Buonamente, Giovanni Battista; Caccini, Francesca; Philips, Peter; Saracinelli, Ferdinando",Caccini: La liberazione di Ruggiero dall' isola di Alcina,COMPACT DISC,1,13.25,20.99,2017,"Francesca Caccini, also known as la Cecchina (Florence 1587 – Lucca 1640), daughter of Giulio Caccini, and composer of Euridice (1602), Francesca Caccini is considered one of the musicians who most contributed to the evolution of the new recitative style in the early 1600s. Indeed, she was the first woman composer to write an opera and her great talent and cultural depth are equally apparent in her poetry. In Florence she was composer, lutenist and harpsichord player to the Medici, apart from a few months at the French court of Maria de' Medici. Here, the period group Romabarocca Ensemble led by Lorenzo Tozzi perform her opera Balletto."
BRK         ,BR KLASSIK,BRK900147,4035719001471,"Haitink, Bernard; Symphonieorchester des Bayerischen Rundfunks","Bruckner, Anton",Bruckner: Symphony No. 6,COMPACT DISC,1,13.25,20.99,2017,"For a long time, Anton Bruckner’s Sixth Symphony (alongside the Second) was regarded as something of a ‘poor relation’ in his immense symphonic oeuvre, although the composer himself had moodily referred to it as his “boldest.” Over the decades, in view of its performance figures and recordings, this changed significantly: The work has now secured itself a permanent place in the repertoire. The Sixth Symphony belongs to the creative process of the two preceding symphonies, the “Romantic” Fourth and the Fifth, and is now understood as an important preliminary stage in Bruckner’s last great upsurge that followed the composition of the “Te Deum” and culminated in the sublime grandeur of his final symphonies, the Seventh, Eighth, and Ninth. The “very solemn” Adagio of the Sixth Symphony, in particular, provided the model for the famous Adagio of the Seventh Symphony that followed it. The recent Munich concert performance of May 2017 has now been released by BR-Klassik. This outstanding interpretation of one of the key compositions in the late Romantic symphonic repertoire is conducted by Bernard Haitink."
BRK         ,BR KLASSIK,BRK900322,4035719003222,"Weigle, Sebastian; Banse, Juliane; Münchner Rundfunkorchester","Anonymous; Bethge, Hans; Braunfels, Walter; Bürger, Gottfried August; Busse, Carl; Dehmel, Richard; Eichendorff, Joseph von; Geibel, Emanuel von; Hartleben, Otto Erich; Heyse, Paul; Honold, Elisabeth; Korngold, Erich Wolfgang; Lingen, Thekla; Marx, Joseph; Novalis,; Pfitzner, Hans; Trebitsch, Siegfried; Weisse, Christian Felix",Love's Embrace,COMPACT DISC,1,13.25,20.99,2017,"Juliane Banse’s current concept album, entitled “Love’s Embrace,” is devoted to orchestral Lieder of the early twentieth century and presents works and composers who have been very unjustly forgotten. The romantic lyrics have catchy melodies and lightweight orchestration; they are easily on a par with the well-known orchestral Lieder by Mahler or Strauss. An excellent opportunity to regain familiarity with Late Romantic orchestral Lieder by Hans Pfitzner, Joseph Marx, Walter Braunfels and Erich Wolfgang Korngold, and to experience them in exemplary interpretations. Together with the Munchner Rundfunkorchester conducted by Sebastian Weigle, Juliane Banse recorded the orchestral Lieder in a studio production by the Bayerischer Rundfunk in March 2015."
BDG         ,BRIDGE RECORDS,BCD9488,90404948824,GAVIN STRING TRIO,"CHIHARA, PAUL",V3: PAUL CHIHARA,COMPACT DISC,1,13.25,20.99,2017,
BDG         ,BRIDGE RECORDS,BCD9490,90404949029,"Group for Contemporary Music, The; Williams, Douglas; loadbang; Mercado-Wright, Laura; Brennfleck, Steven; Harms, Sharon; Wuorinen, Charles; McDermott, Anne-Marie","Ashbery, John; Tate, James; Wuorinen, Charles","Charles Wuorinen, Vol. 3",COMPACT DISC,1,13.25,20.99,2017,"Charles Wuorinen has always been comfortable in a range of genres, embracing the traditional forms of opera, symphony, or string quartet as readily as he accepts the challenge unusual combinations that have become a second norm since Pierrot Lunaire more than a century ago. Nor has any particular focus dominated any period of his nearly sixty-year career: his eight symphonies span more than fifty years, his piano concertos forty. He has written everything from piano bagatelles to ballets, a Mass setting, eight symphonies, and three operas. This album features the latest and most traditionally structured of Wuorinen’s four piano sonatas—“sonata” being a term the composer has used on a number of occasions otherwise—as well as two vocal works setting poetry of two of our greatest modernist poets, John Ashbery and James Tate."
BRI         ,BRILLIANT,BRI95351,5028421953519,"Rava, Stefano; Votano, Jean-Luc; Palermo, Calogero; Bucchini, Claudia; Gaggini, Marco; Horvath, Petru L.; Iezzi, Geremia; Ceccanti, Vittorio; Zucco, Andrea; Fiorenzani, Fabiano; Ceccanti, Duccio; Fossi, Matteo; Ferrati, Federica; Rosadini, Edoardo; Cosi, Lorenzo; Quintavalla, Claudio; Orlando, Domenico","Poulenc, Francis",COMPLETE CHAMBER MUSIC,COMPACT DISC,3,19.49,29.99,2017,"There are 20 separate works on this, the most complete set yet released of Poulenc’s chamber music. No single movement is more than a few minutes long and yet the sequence adds up to an absorbing narrative which takes us from the 20-year-old enfant terrible of 1920s Paris to the penultimate year of his life, with three masterfully written, unusually reflective wind sonatas. Like his older friend Satie, progenitor of Les Six, Poulenc tended to write music in short, repeated fragments. Unlike Satie, however, the younger man could and would switch moods – from clownish humour to lugubrious melancholy – at the drop of a hat. Like his other compositional mentor Stravinsky, he composed at the piano, and his own fluency as a performer is evident from the piano parts of the many sonatas and trios in this collection. He much preferred wind instruments to solo strings, for their more personable qualities, though it helped that he had a wide circle of friends for whom to write such works. Matteo Fossi is the animating spirit behind this comprehensive set. He also has a duet partnership with Marco Gaggini, which has made successful recordings of other 20thcentury music for Brilliant Classics, including Bartók (BC94737) and arrangements of Schoenberg’s chamber symphonies (BC94957): ‘a very successful release,’ remarked MusicWeb of the Schoenberg album. According to Gramophone’s review of the Bartók, ‘Matteo Fossi and Marco Gaggini play like a dream.’ "
BRI         ,BRILLIANT,BRI95510,5028421955100,BRENDEL  RAMPAL  WURTZ  VERHEY  BARATI  SCHREIER  BREWER  MATTHEWS  BERLINER SYMPHONIKER  LONDON SYMPHONY ORCHESTRA  VIE,"BEETHOVEN, LUDWIG VAN",COMPLETE EDITION 2017,COMPACT DISC,85,116.99,179.99,2017,"It would not be an overstatement to declare that Ludwig van Beethoven stands as one of the most significant figures in Western civilisation: a composer who shaped the course of music history through his mastery of rhythm, melody and harmonic exploration, pushing the boundaries of form and effectively bridging the gap between Classicism and Romanticism – and yet all the while continuously professing how difficult he found composition. Detailing his complete output – from his earliest years to his last, by which time he had almost completely lost his hearing – this 85CD box reveals an extensive palette of styles and mediums, rendered all the more obvious by the box's division into different genres (starting with the symphonies and ending with the large corpus of different national folk songs). This box is the 2017 reissue of Brilliant Classics’ acclaimed Beethoven Complete Edition, with updates including Beethovenian pianist par excellence Alfred Brendel now in the complete cycle of Piano Concertos, Alessandro Commellato on historic fortepianos in brand new recordings of the 18 sets of ‘without opus’ piano variations, Emmy Verhey in the Violin Concerto and Romances and a definitive Mass in C from Stuttgart’s Gachinger Kantorei and Bach-Collegium."
BRI         ,BRILLIANT,BRI95563,5028421955636,"Veen, Jeroen van","Glass, Philip",Glass: Complete Piano Etudes,COMPACT DISC,2,15.59,23.99,2017,"Along with the two books of piano studies by Gyorgy Ligeti, the Etudes of Philip Glass have taken their place as modern classics of the literature, serving both a didactic purpose to train the fingers and minds of their performers, but also bringing their unique soundworlds to new audiences. Glass himself remarked that the first book, compiled from work between 1991 and 2012, had a twin objective, ‘to explore a variety of tempi, textures and piano techniques. At the same time it was meant to serve as a pedagogical tool by which I would improve my piano playing.’ The studies of Book 2 (2012-14) are often bolder in finding new structures and fresh keyboard colours. Each of the 20 Etudes handles a specific piano technique, and the two books are united by the instantly recognisable quirks of Glass’s harmonic language and, as Jeroen van Veen remarks in his booklet note, ‘in almost all the etudes, endurance is the main issue to overcome’. Most recent of the pianist’s many Brilliant Classics recordings of Minimalist music have been albums dedicated to the genre’s godfather, Erik Satie and his successors including Michael Nyman and Max Richter. ‘Van Veen’s beautiful and texturally varied sonority, his long-lined sensibility, and his intense focus draw you in,’ remarked Classics Today of the complete Satie box. ‘Sample the Nocturnes’ sustained, almost otherworldly serenity, or the subtle spacing of notes throughout the Veritables preludes flaques, and you’ll hear how completely and masterfully van Veen conveys his intentions, abetted by superb, full-bodied sonics… His fascinating and riveting pianism is well worth Brilliant Classics’ attractive budget price.’"
BRI         ,BRILLIANT,BRI95568,5028421955681,"Mastroprimiano, Costantino; Hoogland, Stanley; Maltempo, Vincenzo; Alkan Trio; Weiss, Alan; Bowyer, Kevin; Deljavan, Alessandro; Bellucci, Giovanni; Martin, Laurent; Viner, Mark; Orchestra di Padova e del Veneto","Alkan, Charles-Valentin; Luguenot, Francois",ALKAN EDITION,COMPACT DISC,13,46.79,71.99,2017,"Reclusive and eccentric, the French pianist– composer Charles-Valentin Alkan was also undoubtedly one of the greatest pianists who ever lived, and a composer who, like his friend and fellowvirtuoso Liszt, pushed the boundaries of what his instrument, and human pianism, could achieve. Again like Liszt, he composed music that was not merely flashy and difficult to play – it tapped a deep comprehension of music history and theory, a flair for the lyrical and the dramatic and of course a vast imagination. Tackling these formidable pieces are eight pianists and one organist, along with the Trio Alkan piano trio and the Orchestra di Padova e del Veneto under Roberto Fores-Veses, on recordings dating from 1989–2017. Alkan’s great cycles for the piano — the Études in all the minor keys, in all the major keys, the Preludes in every key  – feature along side other large-scale works like the Grandes Études for hands separate and together and the Nocturnes, as well as characterful miniatures like the Chants and Les Mois. Organist Kevin Bowyer demonstrates that Alkan was as much an organ prodigy as anything else, with performances of the Prieres and Little Plainchant Preludes, as well as music for Alkan’s beloved pedal-piano transcribed for the organ."
BRI         ,BRILLIANT,BRI95570,5028421955704,"Fazio, Adriano; Cappella Neapolitana, soloists","Haydn, Franz Joseph; Monn, Georg Matthias; Porpora, Nicola; Schoenberg, Arnold",Invisible,COMPACT DISC,1,6.23,9.99,2017,"According to Early Music Review, ‘Easy lyricism and musicality’ was a hallmark of Adriano Maria Fazio’s debut for Brilliant Classics in six cello sonatas by Porpora. Now the cellist continues his exploration of the birth of his instrument’s repertoire with three concertos which significantly enlarged and redefined wider understanding of the cello, not merely as a textural and harmonic underpinning element for another melody instrument but as more than capable of holding the limelight in its own right. Fazio returns first to Porpora, with a G major Concerto which is not so well known as another A minor work in the same genre, but is no less shapely or melodically rewarding. Here already are complex technical challenges which far outstrip anything required of the cello in basso continuo mode, such as thumb position and intensive use of the higher register. Porpora it was who, having left his native Naples to settle in Vienna, took on the teenage Joseph Haydn as an assistant. Under the elder composer’s guidance, Haydn’s musicianship was greatly refined, not only as a composer but a singer and instrumentalist. Thus the present recording presents a very rare opportunity to hear the extent of Haydn’s debt to Porpora."
BRI         ,BRILLIANT,BRI95574,5028421955742,"Würtz, Klára; Várdai, István","Kodály, Zoltán",Kodály: Music for Cello,COMPACT DISC,1,6.23,9.99,2017,"Bartok’s assessment of Zoltán Kodály’s music as “the most perfect embodiment of the Hungarian spirit” will strike a chord with those familiar with the suite from his opera Háry János, the Dances of Galanta or indeed the works for cello which moved the instrument on from the Romantic idiom of Brahms, and at the same time looked backwards to the dancing elegance of Bach’s solo Suites. He had taught himself to play the cello to a reasonable standard (also the violin and viola) and while, as he freely admitted, not a natural virtuoso, he had a feeling for the instrument which is obvious in his writing. This is Várdai’s third album for Brilliant Classics, following the Solo Suites of Bach (BC95392) and a recording of the original version of Tchaikovsky’s Rococo Variations that won a glowing recommendation from Gramophone: ‘excitingly assured and agreeably spontaneous music-making… a superb performance triumphantly vindicates Tchaikovsky’s first thoughts… Várdai’s outstandingly fine contribution marries a gratifyingly sumptuous and varied tonal palette to a flawless technical address – that we shall be hearing a lot more from him I have not the slightest doubt.’"
BRI         ,BRILLIANT,BRI95594,5028421955940,"Wiener Kammerchor; Labitzke, Petra; Thompson, Michael; Hensrud, Matthew; Hamari, Julia; Virtuosi Saxoniae; Lautenbacher, Susanne; Beyer, Franz; Fulop, Attila; Paszthy, Julia; Turetschek, Gerhard; Laurich, Hildegard; Baldin, Aldo; Matt, Nicol; Jahn, Gertrude; Shin, Dongsok; Kraus, Adalbert; Laki, Krisztina; Pronk, Corrie; Netherlands Bach Ensemble; Sandor, Frigyes; Scholz, Susanne; Nielen, Ruth; Mutlu, Daniel; Dolce Risonanza; Koch, Johannes; Wieninger, Florian; Rozsos, Istvan; Wing, Stafford; Kammerchor Stu","Anonymous; Badini, Carlo Francesco; Barnard, Lady Anne; Bible; Blamire, Susanna; Boccherini, Giovanni Gastone; Boswell, Alexander; Burns, Robert; Campbell, Thomas; Cockburn, Alison; Coltellini, Marco; Crawford, Robert; Elliot, Gilbert; Fergusson, Robert; Friebert, Joseph; Glover, Jean; Grant, Anne; Hamilton, John; Hamilton, William; Haydn, Franz Joseph; Hewit, Richard; Hunter, Anne; Kelly, 6th Earl of; Lorenzi, Giambattista; Lowe, Alexander; Macneil, Hector; Macneill, Hector; Mallet, David; Mass Text; Opie,",HAYDN EDITION,COMPACT DISC,160,155.99,239.99,2017,"This magnanimous release is a reissue of the successful Haydn Edition, the only substantial Edition on the market today. This release is the extended version, now with 160 individual albums, with the addition and completion of the Masses, the String Quartets, the Notturni, and the opera L’Anima del Filosofo. This release features Award winning performances by Austro-Hungarian Haydn Orchestra/Adam Fischer, Buchberger Quartet, Emma Kirkby, Frieder Bernius, Bart van Oort, Haydn Trio Vienna, and many more. Enjoy the greatest celebration of one of the greatest and not yet fully appreciated composers of all time: craftman and genius, creator of a musical world of wonder, surprise, wit and sentiment, forever to be explored and marveled at."
BYU         ,BYU RECORDS,YCD0117CAS,714861018325,"BYU Singers; Crane, Andrew; Webb, Christopher; Rymer, Braden; Dugdale, Stevie; Webb, Heidi; Cook, Don","Allridge, Richard; Anonymous; Antognini, Ivo; Bible; Bliss, Philip Paul; Copi, Ambrož; Coslett, Joseph; Hampel, Michael; Hasler, Jacob; Herzogenberg, Heinrich von; Ijames, Molly; Makor, Andrej; Mauldin, Russell; McNaughton, John Hugh; McPheeters, Josh; Morley, Thomas; Philips, Peter; Redford, John; Saint Ambrose; Schütz, Johann Jakob; Snow, Eliza; Spafford, Horatio G.; Todd, Will; Traditional; Wells, Brent",Come and Sing unto the Lord,COMPACT DISC,1,12.47,19.99,2017,"BYU Singers’ debut album under conductor Dr. Andrew Crane combines classical and contemporary sacred choral music in a variety of styles. From English Renaissance to American hymns to bluegrass, the choir inspires with its trademark beautiful sound, sparkling precision, and expressive artistry. The Brigham Young University Singers is a top-tier choir with impressive voices that performs a wide range of styles. Conducted by Dr. Andrew Crane, the group performs pieces from nearly every musical genre as well as many original works written or arranged for the choir. Known as one of the country’s finest choirs, BYU Singers celebrated their 30th anniversary in March 2015. The choir has performed in some of the most prestigious concert halls in the world, including Carnegie Hall, the Kennedy Center, the Sydney Opera House, and more. The choir consists of 40 students pursuing a variety of graduate and undergraduate degrees."
CME CONS    ,C MAJOR ENTERTAINMENT,742808,814337014285,STAATSKAPELLE DRESDEN  THIELEMANN,"WAGNER, RICHARD",DIE WALKURE,DVD VIDEO,2,36.65,56.99,2017,"On the occasion of its 50th anniversary, the Salzburg Easter Festival presents a “Re-creation” of Die Walküre: of Herbert von Karajan’s musico-theatrical vision of the 19th century masterwork, with which the legendary Maestro opened the very first Easter Festival in 1967. The top-ranking ensemble of singers performs in the faithfully reconstructed scenery of the original production with impressive video backdrops inspired by the original glass paintings. Christian Thielemann, who has been assistant of Karajan in his beginnings, counts among the world’s foremost Wagner conductors, “… there is an absolute polish to this performance that is exceptional” writes the financial Times about the conductor and orchestra. The critics are full of praise for this “musically ravishing Walküre” (Frankfurter Allgmeine) and its “excellent ensemble of soloists”. As Sieglinde, Anja Harteros is “enchanting and elegant”, Peter Seiffert “amazingly presents a steady and expressive Siegmund”, Christa Mayer “shows off as irresistible, throroughbred Fricka” and Anja Kampe is celebrated as “outstanding Brünnhilde” (Süddeutsche Zeitung). “Musically it was superb.” (The Spectator)"
CME CONS    ,C MAJOR ENTERTAINMENT,742904,814337014292,STAATSKAPELLE DRESDEN  THIELEMANN,"WAGNER, RICHARD",DIE WALKURE (BR),BLU-RAY DVD,1,32.75,50.99,2017,"On the occasion of its 50th anniversary, the Salzburg Easter Festival presents a “Re-creation” of Die Walküre: of Herbert von Karajan’s musico-theatrical vision of the 19th century masterwork, with which the legendary Maestro opened the very first Easter Festival in 1967. The top-ranking ensemble of singers performs in the faithfully reconstructed scenery of the original production with impressive video backdrops inspired by the original glass paintings. Christian Thielemann, who has been assistant of Karajan in his beginnings, counts among the world’s foremost Wagner conductors, “… there is an absolute polish to this performance that is exceptional” writes the financial Times about the conductor and orchestra. The critics are full of praise for this “musically ravishing Walküre” (Frankfurter Allgmeine) and its “excellent ensemble of soloists”. As Sieglinde, Anja Harteros is “enchanting and elegant”, Peter Seiffert “amazingly presents a steady and expressive Siegmund”, Christa Mayer “shows off as irresistible, throroughbred Fricka” and Anja Kampe is celebrated as “outstanding Brünnhilde” (Süddeutsche Zeitung). “Musically it was superb.” (The Spectator)"
CME CONS    ,C MAJOR ENTERTAINMENT,743108,814337014315,CHORUS & ORCHESTRA OF TEATRO ALLA SCALA  WELSER-MOST,"MOZART, W.A.",LE NOZZE DI FIGARO,DVD VIDEO,2,36.65,56.99,2017,"For the 225th anniversary of Mozart’s death, La Scala Theatre presents a new production of Le nozze di Figaro that had been entrusted to the extraordinary director Frederic Wake-Walker (author of a production of La finta giardiniera which was the revelation of the Glyndebourne Festival in 2014). He focusses the action of the piece on the instability of love: “Le nozze di Figaro presents us with an impossibility – a world where everyone is loving and forgiving.” The approach to his direction is “elaborate and very innovative” and “also musically, the new production of Figaro is worth a tour to Milan."" (NZZ) ""the cast is magnificient.” (Kurier) “… when Diana Damrau enters as the Countess, we get a performance of special gravitas. Even the orchestra, under Franz Welser-Möst’s baton, melts to such grace.” (Financial Times)"
CME CONS    ,C MAJOR ENTERTAINMENT,743204,814337014322,CHORUS & ORCHESTRA OF TEATRO ALLA SCALA  WELSER-MOST,"MOZART, W.A.",LE NOZZE DI FIGARO (BR),BLU-RAY DVD,1,32.75,50.99,2017,"For the 225th anniversary of Mozart’s death, La Scala Theatre presents a new production of Le nozze di Figaro that had been entrusted to the extraordinary director Frederic Wake-Walker (author of a production of La finta giardiniera which was the revelation of the Glyndebourne Festival in 2014). He focusses the action of the piece on the instability of love: “Le nozze di Figaro presents us with an impossibility – a world where everyone is loving and forgiving.” The approach to his direction is “elaborate and very innovative” and “also musically, the new production of Figaro is worth a tour to Milan."" (NZZ) ""the cast is magnificient.” (Kurier) “… when Diana Damrau enters as the Countess, we get a performance of special gravitas. Even the orchestra, under Franz Welser-Möst’s baton, melts to such grace.” (Financial Times)"
CME CONS    ,C MAJOR ENTERTAINMENT,743308,814337014339,SPICER  RUITEN  CHORUS & ORCHESTRA OF TEATRO ALLA SCALA  MINKOWSKI  BALLET COMPANY OF TEATRO ALLA SCALA,"De Gamerra, Giovanni; Mozart, Wolfgang Amadeus",Mozart: Lucio Silla,DVD VIDEO,2,31.19,47.99,2017,"This dramatic opera is associated with one of Mozart’s sojourns in Milan. The Austrian genius was sixteen when he composed this jewel of bel canto dedicated to the general and dictator of Ancient Rome: Lucio Silla made its debut on 26 December 1772, when Mozart was almost seventeen. It was the third opera that he had staged in the Regio Ducal Theatre, Milano. The staging by Marshall Pynkoski, specialized in eighteenth-century operas with particular insights into Baroque dance, drama and gestures, pays ""attention to detail, making use of scenes and eighteenth-century impeccably decorated costumes designed by a specialist of the genre in film, Antoine Fontaine“ (delteatro.it). ""The female cast is remarkable“ (La Repubblica)."
CME CONS    ,C MAJOR ENTERTAINMENT,743404,814337014346,SPICER  RUITEN  CHORUS & ORCHESTRA OF TEATRO ALLA SCALA  MINKOWSKI  BALLET COMPANY OF TEATRO ALLA SCALA,"De Gamerra, Giovanni; Mozart, Wolfgang Amadeus",Mozart: Lucio Silla,BLU-RAY DVD,1,27.29,41.99,2017,"This dramatic opera is associated with one of Mozart’s sojourns in Milan. The Austrian genius was sixteen when he composed this jewel of bel canto dedicated to the general and dictator of Ancient Rome: Lucio Silla made its debut on 26 December 1772, when Mozart was almost seventeen. It was the third opera that he had staged in the Regio Ducal Theatre, Milano. The staging by Marshall Pynkoski, specialized in eighteenth-century operas with particular insights into Baroque dance, drama and gestures, pays ""attention to detail, making use of scenes and eighteenth-century impeccably decorated costumes designed by a specialist of the genre in film, Antoine Fontaine“ (delteatro.it). ""The female cast is remarkable“ (La Repubblica)."
CME CONS    ,C MAJOR ENTERTAINMENT,743508,814337014353,BALLET COMPANY & ORCHESTRA OF TEATRO ALLA SCALA  FOURNILLIER,"PROKOFIEV, SERGEI",ROMEO & JULIET,DVD VIDEO,2,24.95,38.99,2017,"This classic choreography of Romeo and Juliet by Kenneth MacMillan, set to the immortal notes of Prokofiev, is legendary in La Scala´s repertoire. In this ballet the choreographer MacMillan deals with the matter paying great attention to human relations, lyricism and psychological tension, without neglecting moments of humour, through the dynamics and the emotions of ballet d’action. Set and costumes are designed especially for La Scala by Mauro Carosi and Odette Nicoletti. The stars of this masterly performance are Roberto Bolle and Misty Copeland, together for the first time in this ballet. Iconic ballerina Misty Copeland makes history as the first African American Female Principal Dancer with the prestigious American Ballet Theatre. As a bonus, this release also includes an exciting feature: Roberto Bolle talks about Romeo & Juliet."
CME CONS    ,C MAJOR ENTERTAINMENT,743604,814337014360,BALLET COMPANY & ORCHESTRA OF TEATRO ALLA SCALA  FOURNILLIER,"PROKOFIEV, SERGEI",ROMEO & JULIET (BR),BLU-RAY DVD,1,32.75,50.99,2017,"This classic choreography of Romeo and Juliet by Kenneth MacMillan, set to the immortal notes of Prokofiev, is legendary in La Scala´s repertoire. In this ballet the choreographer MacMillan deals with the matter paying great attention to human relations, lyricism and psychological tension, without neglecting moments of humour, through the dynamics and the emotions of ballet d’action. Set and costumes are designed especially for La Scala by Mauro Carosi and Odette Nicoletti. The stars of this masterly performance are Roberto Bolle and Misty Copeland, together for the first time in this ballet. Iconic ballerina Misty Copeland makes history as the first African American Female Principal Dancer with the prestigious American Ballet Theatre. As a bonus, this release also includes an exciting feature: Roberto Bolle talks about Romeo & Juliet."
CMR         ,CAMBRIA MASTER RECORDINGS,CD1247,21475012473,"Royer, Ronald; Thorburn-Vitols, Alastair; Higuera, Su Jeon; Laidman, Mark; Smithers, Cynthia; Meinrenken, Emma; Bao, Billy; Moranis, Rebecca; Bate, Derek; Zhou, Annie; Oh, Donna; Schwebel, Aaron; Safavi, Amir; Dou, Aaron; Fallis, David; Sommerville, James; Chow, Conrad","Anonymous; Bao, Billy; Brahms, Johannes; Chopin, Frédéric; Dukas, Paul; Dvorák, Antonín; Eddington, Alex; Heine, Heinrich; Lee, Dennis; Mendelssohn, Felix; Rapoport, Alexander; Royer, Ronald; Scriabin, Alexander; Shugarman, Sarah; Vieuxtemps, Henri",I Remember,COMPACT DISC,1,11.69,17.99,2017,"Cambria Master Recordings is pleased to announce I Remember- featuring newly composed Canadian and traditional European chamber music, I Remember is a compilation of artists reflecting on youth through music. The recording explores themes of playfulness, passion, nostalgia, joy, and love. These themes were in mind when five Canadian composers wrote their music and the performers chose the other pieces. A number of prominent Canadian performers are involved, including pianist Derek Bate, violinist Conrad Chow, narrator David Fallis, violinist Aaron Schwebel, soprano Cynthia Smithers, and horn player James Sommerville. Several exceptional young Canadian musicians are making their commercial recording debut on this release. Composers Alex Eddington, Alexander Rapoport and Ronald Royer are established artists whose music can be found on previous Cambria recordings. Composers Sarah Shugarman and Billy Bao are making their debuts."
CAN         ,CANTALOUPE,CA21136,713746313623,"Kotche, Glenn; Matthusen, Paula; Bang on a Can All-Stars; Frost, Ben","Clayton, Jace; Deacon, Dan; Frost, Ben; Kotche, Glenn; Lussier, René; Matthusen, Paula; Muhly, Nico; Parry, Richard Reed; Shaw, Caroline; Smith, Gabriella; Þorvaldsdóttir, Anna; Waller, Juan Felipe; Zhang, Shouwang",More Field Recordings,COMPACT DISC,2,15.59,23.99,2017,"The second, and perhaps more meditative, installment in the Bang on Can All-Stars' acclaimed commissioned composer series, More Field Recordings once again maps a strange new terrain where found sound, samples and archival audio collide with contemporary classical music, written by a wide range of artists and performed by the Bang on a Can All-Stars. In keeping with the ""ground rules"" of the Field Recordings project, each composer was asked to go into the field of recorded sound itself — to find something old or record something new, and to respond with their own music, in dialogue with what they found. Featuring new works by Richard Reed Parry (Arcade Fire), Caroline Shaw, Anna Thorvaldsdottir, Dan Deacon, Ben Frost and more, this two-disc set embraces the classical and electronic influences of the first Field Recordings collection (released on Cantaloupe in 2015) and extends its reach into futuristic worlds of ambient and ethereal sound. Special package exquisitely designed by artist Russell Mills, known for his work with Nine Inch Nails."
CAP         ,CAPRICCIO RECORDINGS,C5299,845221052991,ARIMANY  AITKEN  KUDO  CLARET  ENGLICHOVA  ICART  BRANCH  WAGEMANS  RITTER  ORQUESTRA SIMFONICA DE L´OPERA DE BARCELONA,"DOPPLER, F.  DOPPLER, C.",V5: COMPLETE FLUTE MUSIC,COMPACT DISC,1,13.25,20.99,2017,"The Doppler brothers played a dominant role in the K&K Monarchy’s musical life as composers, conductors, musicians and as orchestral soloists. They were on good terms with acknowledged artists of the era, such as Ferenc Liszt, Ferenc Erkel, or Jozsef Bajza. This is the fifth release in a set of 10 albums comprising the Dopplers' complete music for flute(s), including various arrangements. Flautist Claudi Arimany spent decades researching this project, inspiring many famous musicians to become involved in its realisation. Flutists Walter Auer, Shigenori Kudo, and Massimo Mercelli are heard alongside Claudi Arimany on this volume. Internationally renowned flautist Claudi Arimany is considered the direct heir, both in style and concept, of Jean-Pierre Rampal, his mentor and colleague. He has been performing alongside leading international orchestras as a guest soloist as well as teaching and studying flute pieces."
CAP         ,CAPRICCIO RECORDINGS,C5308,845221053080,"Staatsphilharmonie Rheinland-Pfalz; Buntrock, Barbara; Bühl, Gregor; Edelmann, Paul Armin","Braunfels, Walter; Hölderlin, Friedrich",ORCHESTRAL WORKS,COMPACT DISC,1,13.25,20.99,2017,"Walter Braunfels is a composer whose music died twice: Once when the Nazis declared his music “degenerate art,"" then again when post-war Germany had little use for the various schools of tonal music; when the arbiters of taste considered any form of romantic music – almost the whole pre-war aesthetic – to be tainted. This fifth release of Capriccio’s Braunfels Edition shows again his large range of colorful music. From his first success in 1908 (Carnival Overture), a still unknown virtuoso Viola Concerto (Scottish Fantasy) to a strictly structured Prelude and Fugue - Braunfels Music is worth being discovered in our days."
