2018,Brilliant Classics,BRI95767,5028421957678,Giulio Briccialdi ,Briccialdi: Flute Concertos,Ginevra Petrucci; I Virtuosi Italiani ,1,CD,9.35,14.99,"This 2008 recording has been reissued to mark the 200th anniversary of the birth of Giulio Briccialdi. As a principal flautist in the major opera orchestras of Italy and across Europe, Briccialdi attracted renown not only for his performing virtuosity but also his ability to exploit and stimulate the rapid technical evolution of his instrument. Although he wrote an opera and a symphony, his legacy as a composer rests upon his works for his own instrument. These include many chamber works for flute and piano: fantasias and operatic fantasias capitalizing on the popular success of dramatic works, especially by Verdi. There are several attractive wind quintets and the Carnevale di Venezia Op.78, a concertante work for flute and orchestra, which has been recorded several times. These four concertos represent some of Briccialdi’s most valuable and original works: conceived as a pinnacle of virtuosic display for the soloist’s skill, and based entirely on original material, Briccialdi mostly kept those works for his personal use. In fact the great majority of Briccialdi’s work remains unpublished and the scores of these concertos were only published earlier this year by the Italian firm of Ricordi. They are all cast in the standard three-movement concerto format, by and large as brief as they are attractive, and unfailingly well written for the soloist: one highlight is the two-minute ‘Valse lento’ which forms the middle movement of the Fourth.",,https://b2b.naxosusa.com/Album.aspx?product=BRI95767,01 Classical,Classical,,Germany,2018 Brilliant Classics,2018 Brilliant Classics,,,,,,,,,,,,,,,,,,,,
2018,Candide,CE-31043,842840110903,Louis Spohr,"Spohr: Violin Concerto No. 8 in A minor, Op. 47 in the Form of a Gesangszene; Potpourri for Violin & Cello with Orchestra, Op. 64 on Themes Taken from the Opera ""Jessonda""; Grand Duo for Violin & Viola in E minor, Op. 13",Susanne Lautenbacher; Thomas Blees; Ulrich Koch; Hamburg Symphony Orchestra,1,CD,7.79,11.99,Reissue of Candide LP CE 31043,,,01 Classical,Classical,Classical|Violin,United States,1971,1971,,,,,,,,,,,,,,,,,,,,
2018,Candide,CE-31062,842840110910,Giovanni Gabrieli; Andrea Gabrieli,Giovanni & Andrea Gabrieli: 12 Canzone; Sonata on the 8th Tone; Ricercar on the 12th Tone,Helga Weber Instrumental Ensemble; Heinrich Haferland Gamba Quartet,1,CD,7.79,11.99,Reissue of Candide LP CE 31062,,,01 Classical,Classical,Classical|Renaissance,United States,1972,1972,,,,,,,,,,,,,,,,,,,,
2018,Candide,CE-31066,842840110927,Marc-Antoine Charpentier,Charpentier: Messe pour Les Instruments au Lieu des Orgues,La Grande Ecurie et la Chambre du Roy,1,CD,7.79,11.99,Reissue of Candide LP CE 31066,,,01 Classical,Classical,Classical|Baroque Era,United States,1973,1973,,,,,,,,,,,,,,,,,,,,
2018,Candide,CE-31088,842840110934,Jules Massenet; Camille Saint-Saens; Charles Gounod,"Marylene Dosse: Piano Concerto; Piano Fantasy ""Africa""; Piano Fantasy on the Russian National Hymn",Marylene Dosse; Westphalian Symphony Orchestra,1,CD,7.79,11.99,Reissue of Candide LP CE 31088,,,01 Classical,Classical,Classical|Piano,United States,1974,1974,,,,,,,,,,,,,,,,,,,,
2018,Candide,CE-31093,842840110941,Franz Joseph Haydn; Wolfgang Amadeus Mozart; Carl Maria von Weber; Giuseppe Verdi; Franz Lehar; Johann Strauss II,Musical Clocks,Various Clocks,1,CD,7.79,11.99,Reissue of Candide LP CE 31093,,,01 Classical,Classical,Classical|Classical Era,United States,1975,1975,,,,,,,,,,,,,,,,,,,,
2018,Christophorus,CHR77426,4010072774262,Giovanni Battista Martini; Fulgenzio Perotti; Girolamo Rossi; Florido Ubaldi; Vito Ugolino ,Il Dolce Conforto: Salterio italiano,Romina Basso; Il Dolce Conforto; Franziska Fleischanderl,1,CD,14.81,22.99,"The young Austrian salterio virtuoso Franziska Fleischanderl presents on her second album Italian music for salterio from Venice to Naples. The salterio enjoyed great popularity in aristocratic circles in 18th century Italy and was heard in church, at the theatre and at court. In spite of its noble past, the Italian salterio today is almost unknown. But hundreds of compositions for virtuosos and laymen demonstrate the interest of the upper classes in this instrument. The composer’s names of this selection are nearly all totally unknown, but their music is composed fresh and inventive in the upcoming Rococo style. The playing practice is based on research by Franziska Fleischanderl on the Italian salterio in the 18th century: owing to its construction, the salterio allows for two completely different playing techniques which were both used equally. The strings can either be plucked (pizzicato) or struck with two mallets (battuto). On this release, original Italian salterio music was recorded for the first time on an original instrument using both playing techniques in equal measure, moreover while played upon using the first faithful replicas of Italian salterio mallets worldwide.",,https://b2b.naxosusa.com/Release.aspx?id=CHR77426,01 Classical,Classical,,Netherlands,2018 Note 1 Music ,2018 Note 1 Music ,,,,,,,,,,,,,,,,,,,,
2018,Coviello,COV91806,4039956918066,Richard Wagner ,Wagner: Das Liebesmahl der Apostel,Male voice choir of vocapella; Staatsphilharmonie Rheinland-Pfalz,1,CD,14.81,22.99,"Many years after writing Das Liebesmahl der Apostel (The Love-Meal of the Apostles) Wagner described it as “a sort of folkloric miracle play.” The piece for orchestra and male choruses is today rarely performed and little known. Nevertheless, as the Male voice choir of vocapella and the Staatsphilharmonie Rheinland-Pfalz show on this new release, the piece holds value and deserves to be more widely known. Along with this work, the ensembles and their conductor Marcus Bosch have also recorded “Vorspiel” and “Karfreitagszauber” from Wagner’s more successful opera Parsifal. Conductor Marcus Bosch has held the positions of Generalmusikdirektor in Aachen as well as at the Staatstheater Nurnberg. He is the artistic director of an opera festival in his hometown of Heidenheim, and was appointed professor at the Musikhochschule Munchen in 2016. This is a live recording.",,https://b2b.naxosusa.com/Release.aspx?id=COV91806,01 Classical,Classical,,Netherlands,2018 Coviello CLassics ,2018 Coviello CLassics ,,,,,,,,,,,,,,,,,,,,
2018,Cybele Records,Cybele SACD 3D-801801,809548018528,Hector Berlioz; Richard Wagner ,"Berlioz & Wagner: Sinfonieorchester Wuppertal Live, Vol. 2",Sinfonieorchester Wuppertal,1,Hybrid SACD,19.49,29.99,"Many values and patterns emerged in the 19th century that continue to influence our desires for a passionate, fulfilling love, as well as questions about its livability, in day to day life. These include the concept of marrying for love, in which the partners choose each other; the ideal of monogamy and fidelity; and many other longings that are not easily resolved and that therefore often draw people into complex situations where love and madness are sometimes uncomfortably close together. The artist, as a kind of seismologist of social wellbeing, has always been afforded a special position. His feelings were deemed more passionate. The lives and works of composers Hector Berlioz and Richard Wagner back up this assertion. As a man and artist, Richard Wagner was a passionate, valiant and controversial contemporary. In Tannhauser und der Sangerkrieg auf der Wartburg, right at the outset of his career, he composed a romantic opera about precisely this fraught zone between artist and society, and about the conflict of instinctive emotions, as his protagonist experiences in excess in Venusberg, with the pure, selfless love of Elisabeth. The real title of Berlioz’s Symphonie fantastique is “Episode in the Life of an Artist.” The classification of Symphonie fantastique was to be understood as a subtitle, meant to indicate that something completely new, and indeed fantastic, would transpire here with the form of the symphony- a truly groundbreaking, unique work in music history.",https://www.hd-klassik.com/sinfonieorchester-wuppertal-live-vol-2,https://b2b.naxosusa.com/Release.aspx?id=Cybele SACD 3D-801801,01 Classical,Classical,Classical|Orchestral,Germany,2018 Cybele Records,2018 Cybele Records,,,,,,,,,,,,,,,,,,,,
2018,Dacapo,8226144,636943614426,Soren Nils Eichberg; David Vogel; Qu Yuan ,Eichberg: Symphony No. 3; Morpheus,Danish National Symphony Orchestra; Danish National Concert Choir,1,CD,13.25,20.99,"This album marks the conclusion of Soren Nils Eichberg’s residency with the Danish National Symphony Orchestra- a fruitful cooperation that has resulted in a handful of large-scale works, born of Eichberg’s keen exploration of the orchestra. In place of the thematic formality of its predecessor, Symphony No. 3 looks far out, asking looming existential questions to which there aren’t always clear answers. As a counterweight, the even more symphonic ‘concerto for orchestra’ Morpheus revels in color and effect, brining a sense of joy and discovery to the music. Soren Nils Echberg was born in 1973 in Stuttgart, Germany, and grew up in Denmark. He was appointed the first composer in residence in the history of the Danish National Symphony Orchestra in 2010. He currently lives and works in Berlin.",,https://b2b.naxosusa.com/Release.aspx?id=8226144,01 Classical,Classical,Classical|Orchestral,Germany,2018 Dacapo Records,2018 Dacapo Records,,,,,,,,,,,,,,,,,,,,
2018,Dacapo,8226597,636943659724,Andreja Andric; Kaj Duncan David; Klaus Kehlet Hansen; Tine Surel Lange; Wayne Siegel ,Jakob Bangso: Connect - Electronic Works for Guitar,Jakob Bangso ,1,CD,13.25,20.99,"The five composers behind these world premiere recordings, written for the young classical guitarist Jakob Bangso, all share a keen interest in the field of electroacoustic music. Through live electronics, sound-transforming algorithms and interactive systems, CONNECT explores captivating soundscapes in the borderlands between the acoustic and the digital, the raw and the processed, the heard and the reheard – guitar and electronics are equal partners. The prizewinning guitarist Jakob Bangso (b. 1988) has quickly established himself as one of Denmark’s most active and versatile instrumentalists. He graduated from the soloist class of the Royal Academy of Music in Aarhus with Frederik Munk Larsen as his teacher and from the Hochschule fur Musik und Tanz in Cologne, Germany under Roberto Aussel. As a soloist he has made a particular impact at international guitar competitions, and has been awarded several grants and scholarships. In 2015 he was the first guitarist ever to receive the two-year career grant The Young Elite from the Danish Arts Foundation.",,https://b2b.naxosusa.com/Release.aspx?id=8226597,01 Classical,Classical,Classical|Guitar,Germany,2018 Dacapo Records,2018 Dacapo Records,,,,,,,,,,,,,,,,,,,,
2018,Delos,DE 3535,013491353524,Andres Alen ,Alen: Cuban Memoirs,William Villaverde ,1,CD,13.25,20.99,"Distinguished Cuban composer Andres Alen’s works are characterized by a unique fusion of Cuban dance, jazz, and classical genres. His works have been performed by such legendary Cuban musicians as Arturo Sandoval and Paquito D’Rivera, among others. He has been described as “one of Cuba’s most complete musicians.” Yet his piano music has rarely been recorded. Enter the brilliant Cuban-American pianist William Villaverde. Alen was his mentor in Cuba for eight years before Villaverde moved to the United States in 2001 and built his reputation as a piano virtuoso. Since then, he has tirelessly championed Alen’s piano compositions, both in the United States and abroad. With these vibrant, often toe-tapping performances of Alen’s complete piano music written before the year 2000, this Cuban master’s keyboard music is finally getting the international exposure that it so richly deserves.",,https://b2b.naxosusa.com/Release.aspx?id=DE 3535,01 Classical,Classical,,United States,2018 Delos Productions,2018 Delos Productions,,,,,,,,,,,,,,,,,,,,
2018,Delos,DE 3557,013491355726,Jorge Anckermann; Juan Almeida Bosque; Igor Frolov; Serge Gais; George Gershwin; Rodrigo Prats ,Frolov & Friends,Piet Koornhof; Albie van Schalkwyk,1,CD,13.25,20.99,"Who is Igor Frolov, and who are his friends? One of Frolov’s best friends is violinist Piet Koornhof. Always on the lookout for unusual and appealing repertoire, Piet heard a recording of Frolov’s “Piece in Blues Style,” and began his search for more of Frolov’s compositions. Piet knew he wanted to bring this captivating music to the public when he heard a Cuban recording of Frolov playing his own compositions and arrangements. Once you hear these compositions, you will also become a friend of Frolov. Although jazz was banned in Soviet Russia, Frolov managed to incorporate the style into his compositions by going to foreign films and ultimately by traveling to Cuba. While he was in Cuba, Frolov collected musical material and lovingly brought songs and melodies to violinists and audiences alike.",,https://b2b.naxosusa.com/Release.aspx?id=DE 3557,01 Classical,Classical,,United States,2018 Delos Productions,2018 Delos Productions,,,,,,,,,,,,,,,,,,,,
2018,Delphian Records,DCD34215,801918342158,Gregorio Allegri; Gabriel Jackson; James MacMillan; Giovanni Pierluigi da Palestrina ,The Marian Consort: In Sorrow’s Footsteps,The Marian Consort,1,CD,15.59,23.99,"Celebrating its tenth anniversary with its tenth recording on Delphian, The Marian Consort plays to its twin strengths in a lovingly conceived programme coupling two pillars of Renaissance polyphony with twenty-first century settings of the same texts, including a newly commissioned Stabat Mater by Gabriel Jackson. A range of subplots – Palestrina’s influence on Wagner, Charles Burney’s collecting of Allegri and Palestrina – make this truly a story of interconnections: a path on which the present’s footsteps constantly overlay the past’s. At the centre is Allegri’s Miserere, whose convoluted reception history itself becomes part of the story and whose performance here fully exploits the world-famous acoustic of Merton College’s chapel. Praise for the Marian Consort on Delphian has been widespread: “A performance of shimmering intensity.” (Gramophone)",https://youtu.be/8jCDA_VKPOk,https://b2b.naxosusa.com/Album.aspx?product=DCD34215,01 Classical,Classical,Classical|Choral,,2018 Delphian Records,2018 Delphian Records,,,,,,,,,,,,,,,,,,,,
2018,Delphian Records,DCD34202,801918342028,Julian Anderson; Girolamo Frescobaldi ,Anderson: Choral Music,"Choir of Gonville & Caius College, Cambridge; Michael How; Luke Fitzgerald; Clover Willis; Luke Fitzgerald; Kavi Pau; Brian Mummert; Emily Myles; Lorna Price; Isabelle Tett; Cleo Newton; Sebastian Blount; Humphrey Thompson; Alice Webster; Owen Winter",1,CD,15.59,23.99,"“The desire to evoke the sensation of light was one reason why I became a composer,” says Julian Anderson. Silverbright and brilliantly focused, the Choir of Gonville & Caius College, Cambridge is the ideal choice for this first recording devoted to Anderson’s choral music. From the intimacy of the wedding anthem ‘My beloved spake’ and ringing clarity of ‘Bell Mass,’ to the virtuosic second of the ‘Four American Choruses’ and the extraordinary sound-world conjured by the ‘Nunc dimittis,’ commissioned specially with this recording project in view, Geoffrey Webber’s singers have lived with this music over a period of around two years before committing it to album, and their deep sympathy for its marriage of immaculate technique with emotional directness is evident throughout. “Singing that impresses with great intensity, accuracy and often quite terrific power.” (Choir & Organ)",,https://b2b.naxosusa.com/Album.aspx?product=DCD34202,01 Classical,Classical,Classical|Choral,,2018 Delphian Records,2018 Delphian Records,,,,,,,,,,,,,,,,,,,,
2018,Divine Art,DDA25178,809730517822,Carlotta Ferrari ,Ferrari: Women of History,Carson Cooman ,1,CD,14.03,21.99,"The five compositions on this album are inspired by the lives and works of five women from history. Carlotta Ferrari (b.1975) has composed numerous pieces inspired by historical figures as well as pieces inspired by literature and works of art. Several of these directions are brought together in the five compositions on this album, which celebrate three religious figures, an artist, and a writer. In Ferrari’s distinctive modal style, she creates expressive musical portraits of these women. The first four works on this album all employ the “Restarting Pitch Space” (RPS) system of modal harmony. First developed by Carson Cooman in 2005, Carlotta Ferrari has worked extensively with this system in many compositions written since 2016. Carson Cooman (b.1982) is an American composer with a catalog of hundreds of works in many forms—ranging from solo instrumental pieces to operas, and from orchestral works to hymn tunes. His music has been performed on all six inhabited continents. As an active concert organist, Cooman specializes in the performance of contemporary music. Over 300 new works have been composed for him by composers from around the world, and his organ performances can be heard on a number of recordings of which this is his fourth for Divine Art. This recording of the wonderful main organ of Laurenskerk, Rotterdam, Netherlands (Marcussen & Son) was made using the Hauptwerk remote digital access system.",https://youtu.be/OKjp2IYwxI4,https://b2b.naxosusa.com/Release.aspx?id=DDA25178,01 Classical,Classical,Classical|Solo Instrumental,Austria,2018 Diversions LLC,2018 Diversions LLC,,,,,,,,,,,,,,,,,,,,
2018,Dreyer Gaido,DGCD21109,4260014871096,Arsalan Abedian; Ehsan Ebrahimi; Farzia Fallah; Francesco Landini ,Mixtura: Omaggio a Francesco - West-Eastern Reflections on Landini,Mixtura; Katharina Bauml; Margit Kern,1,CD,14.81,22.99,"Accordion and shawm – there could hardly be a greater contrast between instruments – at least at first glance. During the 14th to 17th centuries, the shawm – a double-reed wind instrument – was widely used. Performing together with the cornett, oboe and trombone, the Middle Ages and Renaissance are its musical home. Town piper ensembles as well as representative and sacred music determined its world of sound. On the other hand, for about 50 years the accordion – an aerophone of the 19th century – has been evolving into a concert instrument on the classical concert podium. Many contemporary composers write music for it and have learned to love its tonal aesthetic. What can a combination of such very different instruments achieve and reveal today? Margit Kern and Katharina Bäuml were convinced from the beginning that it would have to be more than merely an experiment. A new beginning, a journey with an unknown destination. The present recording involves nothing less than an encounter between different historical periods and musical cultures; it really is more than merely a tonal experiment. Their present album looks at a musical icon of the Trecento and examines to what extent the themes of the 14th century are compatible with today’s attitudes and aesthetics.",,https://b2b.naxosusa.com/Release.aspx?id=DGCD21109,01 Classical,Classical,,Germany,,2018,,,,,,,,,,,,,,,,,,,,
2018,DUX,DUX1296,5902547012964,Pawel Lukaszewski,Pawel Lukaszewski: Musica Profana 2,Anna Mikolajczyk-Niewiedzial; Robert Gierlach; Joanna Citkowicz; Nostadema Quartet; Trombastic; Wojciech Swietonski,1,CD,15.59,23.99,"Pawel Lukaszewski is one of the most interesting contemporary Polish composers. His pieces have gained acclaim from audiences at both Polish and foreign music festivals, and they have been recorded on a number of occasions by renowned record companies. The works have also received numerous awards and honorable mentions at composition competitions. The present release, the second album – Musica Profana – in the series Lukaszewski Collection, which brings Pawel Lukaszewski’s works closer, focuses on piano works selected by Wojciech Swietonski – an outstanding young pianist who has been working with the composer for many years. We hear the piano as a solo instrument accompanied by chamber ensembles, as well as a companion in song arrangements of varied texts drawn from contemporary Polish poetry.",,https://b2b.naxosusa.com/Release.aspx?id=DUX1296,01 Classical,Classical,,,,2018 Pawel Lukaszewski & DUX,,,,,,,,,,,,,,,,,,,,
2018,Dynamic,DYN-37811,8007144378110,Gaetano Donizetti; Giovanni Simone Mayr ,Donizetti: Pigmalione; Mayr: Che originali,Antonino Siragusa; Aya Wakizono; Bruno de Simone; Chiara Amaru; Leonardo Cortellazzi; Angela Nisi; Omar Montanari; Gioia Creapldi; Pietro Di Bianco; Orchestra dell’Accademia Teatro alla Scala,2,DVD,27.29,41.99,"Two very rare operas in one act. Pigmalione was Gaetano Donizetti’s first opera, written to a libretto by Simeone Antonio Sografi in just two weeks at the age of nineteen. The “lyrical scene” Pigmalione, as Donizetti himself defined it, is the composer’s only approach to a mythological subject and tells the story of a sculptor whose statue becomes alive. The main role is sung by Antonino Siragusa, who gives a masterful interpretation, especially in the long and significant recitatives, and displays a polished and colourful voice. Excellent also is the Japanese soprano Aya Wakizono, Galatea, whose enticing voice well suits the requirements of her short part. Che originali! is a little-known farce in a single act on a libretto by Gaetano Rossi, and was, from the very beginning, one of Giovanni Simone Mayr’s most successful operas. The opera tells the story of a music fanatic, Don Febeo: in his house everybody must know and love music. Emanuele Sinisi’s beautiful sets are almost surreal but well suited to Febeo’s bizarre affair. The direction is humorous, often verging on the grotesque, in line with the style of the farce but always elegant and well-structured from a dramaturgical point of view. The protagonist, Febeo, is entrusted to Bruno de Simone, an excellent actor endowed with a clear and precise voice, and a master in the fast spelled-out passages.",https://youtu.be/_w8owiwTAjg; https://youtu.be/34n5t5PgG_0,https://b2b.naxosusa.com/Album.aspx?product=DYN-37811&medium=phy,01 Classical,Classical,Classical|Opera,Austria,2018 Dynamic Italy,2018 Naxos Records,62 Classic Films,5,Angela Nisi; Antonino Siragusa; Aya Wakizono; Bruno de Simone; Chiara Amaru; Gaetano Donizetti; Gianluca Capuano; Gioia Creapldi; Giovanni Simone Mayr; Leonardo Cortellazzi; Omar Montanari; Orchestra dell’Accademia Teatro alla Scala; Pietro Di Bianco; Roberto Catalano,Roberto Catalano,2,2018 Dynamic Italy,2018 Naxos Records,AT,,NTSC,0,DVD-9,Italian,Italian; English; French; German; Japanese; Korean,PCM 2.0; 5.1 Dolby Digital,Color,16:9,146,2018,"Amazon VOD,iTunes,Naxos Video Library"
2018,Dynamic,DYN-57811,8007144578114,Gaetano Donizetti; Giovanni Simone Mayr ,Donizetti: Pigmalione; Mayr: Che originali,Antonino Siragusa; Aya Wakizono; Bruno de Simone; Chiara Amaru; Leonardo Cortellazzi; Angela Nisi; Omar Montanari; Gioia Creapldi; Pietro Di Bianco; Orchestra dell’Accademia Teatro alla Scala,1,Blu-ray,31.19,47.99,"Two very rare operas in one act. Pigmalione was Gaetano Donizetti’s first opera, written to a libretto by Simeone Antonio Sografi in just two weeks at the age of nineteen. The “lyrical scene” Pigmalione, as Donizetti himself defined it, is the composer’s only approach to a mythological subject and tells the story of a sculptor whose statue becomes alive. The main role is sung by Antonino Siragusa, who gives a masterful interpretation, especially in the long and significant recitatives, and displays a polished and colourful voice. Excellent also is the Japanese soprano Aya Wakizono, Galatea, whose enticing voice well suits the requirements of her short part. Che originali! is a little-known farce in a single act on a libretto by Gaetano Rossi, and was, from the very beginning, one of Giovanni Simone Mayr’s most successful operas. The opera tells the story of a music fanatic, Don Febeo: in his house everybody must know and love music. Emanuele Sinisi’s beautiful sets are almost surreal but well suited to Febeo’s bizarre affair. The direction is humorous, often verging on the grotesque, in line with the style of the farce but always elegant and well-structured from a dramaturgical point of view. The protagonist, Febeo, is entrusted to Bruno de Simone, an excellent actor endowed with a clear and precise voice, and a master in the fast spelled-out passages.",https://youtu.be/_w8owiwTAjg; https://youtu.be/34n5t5PgG_0,https://b2b.naxosusa.com/Album.aspx?product=DYN-57811&medium=phy,01 Classical,Classical,Classical|Opera,Austria,2018 Dynamic Italy,2018 Naxos Records,62 Classic Films,5,Angela Nisi; Antonino Siragusa; Aya Wakizono; Bruno de Simone; Chiara Amaru; Gaetano Donizetti; Gianluca Capuano; Gioia Creapldi; Giovanni Simone Mayr; Leonardo Cortellazzi; Omar Montanari; Orchestra dell’Accademia Teatro alla Scala; Pietro Di Bianco; Roberto Catalano,Roberto Catalano,1,2018 Dynamic Italy,2018 Naxos Records,AT,,NTSC,0,BD-50,Italian,Italian; English; French; German; Japanese; Korean,PCM 2.0; 5.1 Dolby Digital,Color,16:9,146,2018,"Amazon VOD,iTunes,Naxos Video Library"
2018,Dynamic,DYN-CDS7811.02,8007144078119,Gaetano Donizetti; Giovanni Simone Mayr ,Donizetti: Pigmalione; Mayr: Che originali,Antonino Siragusa; Aya Wakizono; Bruno de Simone; Chiara Amaru; Leonardo Cortellazzi; Angela Nisi; Omar Montanari; Gioia Creapldi; Pietro Di Bianco; Orchestra dell’Accademia Teatro alla Scala,2,CD,21.83,33.99,"Two very rare operas in one act. Pigmalione was Gaetano Donizetti’s first opera, written to a libretto by Simeone Antonio Sografi in just two weeks at the age of nineteen. The “lyrical scene” Pigmalione, as Donizetti himself defined it, is the composer’s only approach to a mythological subject and tells the story of a sculptor whose statue becomes alive. The main role is sung by Antonino Siragusa, who gives a masterful interpretation, especially in the long and significant recitatives, and displays a polished and colourful voice. Excellent also is the Japanese soprano Aya Wakizono, Galatea, whose enticing voice well suits the requirements of her short part. Che originali! is a little-known farce in a single act on a libretto by Gaetano Rossi, and was, from the very beginning, one of Giovanni Simone Mayr’s most successful operas. The opera tells the story of a music fanatic, Don Febeo: in his house everybody must know and love music. Emanuele Sinisi’s beautiful sets are almost surreal but well suited to Febeo’s bizarre affair. The direction is humorous, often verging on the grotesque, in line with the style of the farce but always elegant and well-structured from a dramaturgical point of view. The protagonist, Febeo, is entrusted to Bruno de Simone, an excellent actor endowed with a clear and precise voice, and a master in the fast spelled-out passages.",https://youtu.be/_w8owiwTAjg; https://youtu.be/34n5t5PgG_0,https://b2b.naxosusa.com/Album.aspx?product=DYN-CDS7811.02&medium=phy,01 Classical,Classical,Classical|Opera,Austria,2018 Dynamic Italy,2018 Naxos Records,,,,,,,,,,,,,,,,,,,,
2018,Dynamic,DYN-CDS7821,8007144078218,Johann Sebastian Bach ,Bach: Harpsichord Concertos Transcribed for Mandolin,Davide Ferella; Dorina Frati; Noyuri Hazama; Yotam Gaton; Hilla Heller; George Ross; Gabriele Levi,1,CD,14.81,22.99,"Born in L’Aquila in 1992, Davide Ferella obtained his degree in mandolin performance from the Conservatory “A. Casella of L’Aquilla” under the tutelage of M. Fabio Giudice. He was ranked first in the chamber music categories of the national competitions “Urania” and “Marco Dall’Aquila.” He also won the special “Piero Farulli” prize. He has performed in numerous Italian festivals, and has collaborated with the Baroque Ensemble “Luca Marenzio,” Ensemble “Ianua,” and “Virtuosi Italiani.” On this, his new release, he presents a program of Johann Sebastian Bach’s Concertos for Harpsichord, masterfully transcribed for mandolin. Ferella himself transcribed these pieces. He is joined by Profili Barocchi, the extraordinarily capable Italian Baroque ensemble.",,https://b2b.naxosusa.com/Album.aspx?product=DYN-CDS7821&medium=phy,01 Classical,Classical,Classical|Chamber Music,Austria,2018 Dynamic Italy,2018 Naxos Records,,,,,,,,,,,,,,,,,,,,
2018,Dynamic,DYN-CDS7808.02,8007144078089,Niccolo Paganini ,The Spirit of Paganini,Mario Hossen; Nadja Hoebarth; Alexander Swete; Ludmil Petkov; Camerata Orphica; Bulgarian National Radio Orchestra,2,CD,19.49,29.99,"With this recording Dynamic brings to completion the project of recording Nicolo Paganini’s entire output. Included in this programme are some absolute rarities, such as the Sonata Napoleon MS. 5, the splendid Maestosa Suonata Sentimentale MS. 51, the Sonata movimento perpetuo M.S 66 and La Primavera MS. 73, all performed faithfully following Paganini’s original manuscripts. The set also features an exciting interpretation of the rare Concerto No. 3 in E major MS. 50, perhaps the less frequently performed of Paganini’s concertos, and the Caprice No. 24 in an interesting version with piano accompaniment. Mario Hossen received his musical education in Sofia, Vienna and Paris. He made his debut as a soloist with an orchestra at the age of eight. Hailed for his incredible virtuosity and charismatic stage presence, Hossen plays a repertoire that ranges all the way from Renaissance music to Classic music to contemporary works and Jazz. As a concert soloist of international acclaim, Mario Hossen has performed with renowned orchestras such as the Academy of St. Martin in the Fields, the Vienna Chamber Orchestra, the English Chamber Orchestra, the Tchaikovsky Symphony Orchestra, the Bruckner Orchestra Linz, the Orchestra della Scala di Milano, the Royal Philharmonic, the Orquesta Sinfonica del Estado de Mexico, the Prague Radio Symphony Orchestra, the Sofia Philharmonic and the Nordwestdeutsche Philharmonie. Hossen’s musicological and artistic endeavors are focused among other things on source research on Niccolo Paganini. Mario Hossen plays a violin by Giovanni Battista Guadagnini, 1749, on loan from the Austrian National Bank collection.",,https://b2b.naxosusa.com/Album.aspx?product=DYN-CDS7808.02&medium=phy,01 Classical,Classical,Classical|Chamber Music,Austria,2018 Dynamic Italy,2018 Naxos Records,,,,,,,,,,,,,,,,,,,,
2018,Foghorn Classics,FCL2018,700871201826,Wolfgang Amadeus Mozart,"Mozart: Apotheosis - Piano Quartets, Vol. 2",The Alexander String Quartet; Joyce Yang ,1,CD,13.25,20.99,"Maintaining focus on Mozart’s last years, members of the Alexander String Quartet join with electrifying and much-lauded pianist Joyce Yang on this recording of the two piano quartets. This is the second of a three-volume set which will include many of Mozart’s great chamber works from that period. Eric Bromberger’s liner notes contextualize these works within the canon: “Some have claimed that Mozart invented the piano quartet, but he did not. Other composers- including the fourteen year old Beethoven- had written quartets for piano and strings earlier, but Mozart was the first to face squarely the challenges of this difficult form, and he wrote the first two great piano quartets.” Now in its 37th season, the Alexander String Quartet’s discography includes major cycles by Bartok, Kodaly, Mozart, Shostakovich, and Beethoven. ASQ is also an important advocate of new music, with over 35 commissions and premieres. In addition to extensive concertizing on five continents, the quartet is on the faculty of San Francisco State University where they direct the Instructional Program of the Morrison Chamber Music Center. They have been feted as Ensemble in Residence with San Francisco Performances for more than a quartet century and at the Mondavi Center at UC Davis for 15 years.",,https://b2b.naxosusa.com/Release.aspx?id=FCL2018,01 Classical,Classical,Classical,United States,2018,2018,,,,,,,,,,,,,,,,,,,,
2018,Genuin,GEN 18608,4260036256086,George Gershwin; Francisco de Paula Aguirre; Richard Blake; Marc-Antoine Charpentier; Giancarlo Castro D`Addona; Stephan Hodel; Ernesto Lecuona; Rafael Mendez; William Walton ,European Brass Ensemble: Diversity,European Brass Ensemble,1,CD,14.81,22.99,"Once again, the European Brass Ensemble brings together the best young brass players of the continent and celebrates music and its diversity. Following their grand debut, their second production under the direction of Thomas Clamor is a genuinely regal compilation of inspiring works featuring music from this side and the other side of the Atlantic. The sounds from the baroque to the present swing and groove in a way that makes it a pure joy to hear. Among the showpieces include Richard Blake's ""Fantasy on Edelweiss"" recorded here for the first time and his rich arrangement of the famous ""Te Deum"" by Charpentier. Don't miss it–this is pure luster! Since 2010 more than 150 musicians from 24 different countries have been involved in the European Brass Ensemble. They have performed at, among others, the 2011 and 2014 Schagerl Brass Festival, the 12th International Brass Festival in Meran in 2013, the 2013 Carinthian Brass Autumn in Ossiach, as well as having been a regular guest at the Innsbruck Promenade Concerts since 2012 and the Sauerland Herbst since 2015.",,https://b2b.naxosusa.com/Release.aspx?id=GEN 18608,01 Classical,Classical,,Germany,2018 GENUIN classics,2018 GENUIN classics,,,,,,,,,,,,,,,,,,,,
